class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
pushup,0.7703301310539246,0.45697084069252014,-0.06133117526769638,0.999809205532074,0.7836570143699646,0.4342136085033417,-0.05140583589673042,0.9996991157531738,0.7837178111076355,0.43110477924346924,-0.05148441344499588,0.999748170375824,0.7837389707565308,0.427553653717041,-0.05154185742139816,0.9997912049293518,0.7832719087600708,0.4326494038105011,-0.0914163887500763,0.999711811542511,0.7830385565757751,0.42839816212654114,-0.0914231538772583,0.9997814297676086,0.7827484607696533,0.4235928952693939,-0.09139780700206757,0.9998030066490173,0.7723146677017212,0.39186128973960876,0.02445952594280243,0.9996970891952515,0.7718397378921509,0.3928505480289459,-0.15497185289859772,0.999794065952301,0.7538632154464722,0.45437392592430115,-0.026224683970212936,0.9996939897537231,0.7538104057312012,0.4510040581226349,-0.07842622697353363,0.9997525811195374,0.6682375073432922,0.3740134835243225,0.15396317839622498,0.9988362193107605,0.6803855299949646,0.39293259382247925,-0.22692139446735382,0.9998650550842285,0.6326412558555603,0.5722182989120483,0.18153856694698334,0.28373926877975464,0.6503745317459106,0.6214315891265869,-0.2641568183898926,0.9904984831809998,0.6369142532348633,0.7576988339424133,0.10516692698001862,0.3777792751789093,0.6666139960289001,0.8351021409034729,-0.22709062695503235,0.9859251379966736,0.6562770009040833,0.7626762390136719,0.10549262911081314,0.3811507523059845,0.6951713562011719,0.8544620871543884,-0.27415868639945984,0.9803590774536133,0.6617094874382019,0.7672287225723267,0.06368641555309296,0.39244288206100464,0.7031338214874268,0.8458677530288696,-0.24032363295555115,0.9765143394470215,0.652593731880188,0.7728973627090454,0.08448737859725952,0.3965872824192047,0.6873399019241333,0.8409808874130249,-0.21509888768196106,0.9600875973701477,0.4595417380332947,0.44681495428085327,0.10879194736480713,0.9969793558120728,0.4575481414794922,0.4697926342487335,-0.10868312418460846,0.9983647465705872,0.3025374114513397,0.5644369721412659,0.16812314093112946,0.2887241840362549,0.29467588663101196,0.5734378695487976,-0.03330092132091522,0.9652253985404968,0.1574465036392212,0.6418693661689758,0.25792667269706726,0.6578462719917297,0.1428855061531067,0.6616127490997314,0.0488961823284626,0.9783172011375427,0.12520208954811096,0.6400943398475647,0.2636541426181793,0.7691389918327332,0.10418131202459335,0.6575003266334534,0.050854701548814774,0.97724449634552,0.17085254192352295,0.75746750831604,0.20247165858745575,0.7989383339881897,0.1536698043346405,0.7886479496955872,-0.0322398841381073,0.9637927412986755
pushup,0.7754694223403931,0.4574943482875824,-0.06499325484037399,0.9998044371604919,0.7883127331733704,0.43422093987464905,-0.05634462833404541,0.9996931552886963,0.7882798910140991,0.4311146140098572,-0.05640915781259537,0.9997426867485046,0.7880865335464478,0.4275623857975006,-0.05646519735455513,0.999785304069519,0.7877718210220337,0.4323166310787201,-0.09498685598373413,0.9997063279151917,0.7872644662857056,0.4276931881904602,-0.09501464664936066,0.9997783899307251,0.7865865230560303,0.422561377286911,-0.09499893337488174,0.9998006224632263,0.7752352952957153,0.39242714643478394,0.016990434378385544,0.9996898770332336,0.7737959623336792,0.39212027192115784,-0.15604901313781738,0.9997923374176025,0.7577933073043823,0.45566749572753906,-0.030331071466207504,0.9996925592422485,0.7568673491477966,0.45144543051719666,-0.08070696890354156,0.9997541308403015,0.6717582941055298,0.37420573830604553,0.14837029576301575,0.9988220930099487,0.6848679780960083,0.39527642726898193,-0.22654037177562714,0.9998664259910583,0.6305640339851379,0.5715709328651428,0.18155284225940704,0.27943363785743713,0.6499726176261902,0.6216874122619629,-0.2491709291934967,0.9905420541763306,0.6351522207260132,0.7498665452003479,0.11230506747961044,0.3755320608615875,0.6671286821365356,0.8334404826164246,-0.21008872985839844,0.986244797706604,0.6530285477638245,0.7567040324211121,0.11313657462596893,0.3800918757915497,0.6950088739395142,0.8548917770385742,-0.2547474801540375,0.9808498620986938,0.656734824180603,0.7598685622215271,0.07269038259983063,0.39100292325019836,0.7028145790100098,0.8464103937149048,-0.22221335768699646,0.9771068692207336,0.6498380899429321,0.7671033143997192,0.0928984135389328,0.39434078335762024,0.6874611973762512,0.8407954573631287,-0.1982138603925705,0.9609725475311279,0.4612666666507721,0.4468090534210205,0.10636206716299057,0.9969187378883362,0.45978474617004395,0.4709045886993408,-0.1062987819314003,0.9983471632003784,0.30954107642173767,0.5653275847434998,0.1685669869184494,0.29705706238746643,0.29665854573249817,0.5758221745491028,-0.027994832023978233,0.9647270441055298,0.16108755767345428,0.6419417262077332,0.2636813521385193,0.6634525060653687,0.14290456473827362,0.6609739661216736,0.06746415048837662,0.9776301980018616,0.13041314482688904,0.6392936110496521,0.27070352435112,0.7736807465553284,0.10542379319667816,0.6568340063095093,0.07231883704662323,0.9765387177467346,0.1736150085926056,0.7582154273986816,0.2177317589521408,0.8024921417236328,0.1537729799747467,0.7895419001579285,-0.0015960901509970427,0.963040292263031
pushup,0.7784187197685242,0.45969855785369873,-0.06500951945781708,0.9998055696487427,0.7914384007453918,0.4349866211414337,-0.05658618360757828,0.9996945858001709,0.7914350032806396,0.43185654282569885,-0.05664728954434395,0.9997431635856628,0.7911790609359741,0.42825546860694885,-0.05670056492090225,0.9997842907905579,0.7908254265785217,0.43264442682266235,-0.09514584392309189,0.9997088313102722,0.7902530431747437,0.4278545677661896,-0.09517605602741241,0.9997813701629639,0.7893804311752319,0.4226236939430237,-0.09516162425279617,0.9998035430908203,0.777373731136322,0.39367854595184326,0.01644820347428322,0.9996902942657471,0.7754991054534912,0.3921361267566681,-0.15608273446559906,0.999796986579895,0.7601584196090698,0.45856720209121704,-0.030361976474523544,0.9996981620788574,0.7589601278305054,0.4536210000514984,-0.08068405091762543,0.9997615218162537,0.6747787594795227,0.37473469972610474,0.14843693375587463,0.9988257884979248,0.6872798800468445,0.3982982337474823,-0.2262384444475174,0.9998706579208374,0.6297339797019958,0.5713538527488708,0.18743321299552917,0.2777350842952728,0.6499069929122925,0.6236772537231445,-0.24590298533439636,0.9908494353294373,0.6343693733215332,0.7446474432945251,0.12277819216251373,0.3781738579273224,0.6678072810173035,0.8331740498542786,-0.20820185542106628,0.9868592023849487,0.6505982875823975,0.7533971071243286,0.12295867502689362,0.38349372148513794,0.694974958896637,0.8554129600524902,-0.2532823979854584,0.9816890358924866,0.6535828113555908,0.7562103867530823,0.08275578916072845,0.3937786817550659,0.7027190923690796,0.8471224308013916,-0.22179317474365234,0.9781087636947632,0.6478103399276733,0.7622606158256531,0.10360237210988998,0.3964882493019104,0.6877076029777527,0.8407893776893616,-0.19667933881282806,0.9625634551048279,0.4626501202583313,0.44937947392463684,0.10560615360736847,0.996893048286438,0.4609188437461853,0.47323745489120483,-0.10554927587509155,0.9983446598052979,0.31304019689559937,0.5710759162902832,0.167042076587677,0.3022423982620239,0.2979605197906494,0.5802004337310791,-0.02811228297650814,0.9642748832702637,0.16195686161518097,0.6430490016937256,0.26325714588165283,0.6650876998901367,0.142808735370636,0.6608410477638245,0.06482981145381927,0.9767528772354126,0.13146840035915375,0.6392819881439209,0.2705860435962677,0.7751064300537109,0.10538481175899506,0.6566398739814758,0.06934895366430283,0.9755611419677734,0.17349770665168762,0.7614930868148804,0.21524479985237122,0.8046013712882996,0.15346676111221313,0.791746973991394,-0.006636840756982565,0.962020754814148
pushup,0.7802436947822571,0.46500730514526367,-0.06493151187896729,0.9997997283935547,0.7925838232040405,0.4386831820011139,-0.056669287383556366,0.9996848702430725,0.7924870848655701,0.4354323148727417,-0.05672893673181534,0.9997339248657227,0.7921501994132996,0.43162888288497925,-0.05678017809987068,0.9997751116752625,0.7921801209449768,0.43687671422958374,-0.09522084891796112,0.9997009634971619,0.7916838526725769,0.4324394762516022,-0.09525205940008163,0.999776303768158,0.7908959984779358,0.42737728357315063,-0.09524077922105789,0.9997993111610413,0.7781298756599426,0.39720582962036133,0.015583503060042858,0.9996777772903442,0.7769505381584167,0.39592504501342773,-0.1565999835729599,0.9997934103012085,0.7616531252861023,0.46390751004219055,-0.030351122841238976,0.9996935129165649,0.7605627775192261,0.4599003791809082,-0.08066800981760025,0.9997614026069641,0.6777934432029724,0.3764692544937134,0.147785484790802,0.9988089799880981,0.6887003183364868,0.4069509208202362,-0.22626487910747528,0.9998726844787598,0.629460871219635,0.5712471604347229,0.18945370614528656,0.2740941345691681,0.6492103338241577,0.6277531385421753,-0.2458798885345459,0.9911145567893982,0.6342441439628601,0.7421131730079651,0.12650379538536072,0.3806745111942291,0.6682583093643188,0.8333003520965576,-0.2068331241607666,0.9874063730239868,0.649457573890686,0.7516310214996338,0.12678103148937225,0.3873821794986725,0.6949364542961121,0.8573799729347229,-0.2515459656715393,0.9824310541152954,0.6520058512687683,0.754136323928833,0.0865534096956253,0.3971251845359802,0.7025669813156128,0.8487651348114014,-0.22078850865364075,0.9789985418319702,0.6467458605766296,0.7595627903938293,0.10736484825611115,0.39909639954566956,0.6877966523170471,0.8411026000976562,-0.19550178945064545,0.9639813899993896,0.46468567848205566,0.45346108078956604,0.10560350120067596,0.9968425035476685,0.46237629652023315,0.47793129086494446,-0.10554812848567963,0.998329222202301,0.3141534924507141,0.5765184760093689,0.16705164313316345,0.306423157453537,0.298628568649292,0.5846067667007446,-0.028525253757834435,0.9638487100601196,0.16256478428840637,0.6431252360343933,0.2629489302635193,0.6667301058769226,0.14259661734104156,0.6606871485710144,0.06313492357730865,0.9762345552444458,0.13189813494682312,0.6389837265014648,0.2700479030609131,0.7761270999908447,0.10512884706258774,0.6565466523170471,0.06743870675563812,0.9749074578285217,0.17345070838928223,0.7622858881950378,0.21513967216014862,0.8070774674415588,0.15337339043617249,0.7921106219291687,-0.009024056605994701,0.9615049362182617
pushup,0.781781792640686,0.4719730317592621,-0.06546273827552795,0.9997940063476562,0.7938436269760132,0.444869726896286,-0.05726819485425949,0.9996764063835144,0.7937134504318237,0.44150474667549133,-0.057326238602399826,0.9997250437736511,0.7933676242828369,0.4376562237739563,-0.05737636238336563,0.999767005443573,0.7936336398124695,0.44372639060020447,-0.09622237831354141,0.999693751335144,0.7932693958282471,0.43984395265579224,-0.09625039994716644,0.9997707009315491,0.7926557660102844,0.4353455901145935,-0.09624490886926651,0.9997948408126831,0.7797025442123413,0.4032660722732544,0.015399317257106304,0.9996633529663086,0.7792879343032837,0.40333840250968933,-0.1592201292514801,0.9997893571853638,0.7636329531669617,0.4708537757396698,-0.030759688466787338,0.9996883273124695,0.7627217769622803,0.4676285684108734,-0.08149386942386627,0.9997606873512268,0.6811474561691284,0.3810839056968689,0.14795763790607452,0.9987838864326477,0.6899317502975464,0.4142474830150604,-0.22751149535179138,0.9998725652694702,0.6294813752174377,0.5715833306312561,0.19182860851287842,0.2683360278606415,0.6459169983863831,0.6296567320823669,-0.2477351427078247,0.9912453889846802,0.6355901956558228,0.7419334650039673,0.1256655603647232,0.3815295100212097,0.6686742305755615,0.8320015668869019,-0.20891818404197693,0.9878096580505371,0.651262640953064,0.7520145177841187,0.12534748017787933,0.39030206203460693,0.6949110627174377,0.857387125492096,-0.25368279218673706,0.9830055832862854,0.6537484526634216,0.7547097206115723,0.08513864129781723,0.3998677134513855,0.7024840116500854,0.8486229777336121,-0.2228929102420807,0.9796944856643677,0.6482375860214233,0.7599407434463501,0.10626371204853058,0.4010661244392395,0.6880079507827759,0.839992344379425,-0.1975845992565155,0.9650630354881287,0.46643343567848206,0.459538996219635,0.10587991774082184,0.9967265129089355,0.464560329914093,0.48659855127334595,-0.10582852363586426,0.9982753396034241,0.3140360116958618,0.5821785926818848,0.16718320548534393,0.31206804513931274,0.30058005452156067,0.5891350507736206,-0.03205283358693123,0.9638307094573975,0.16244730353355408,0.6432852149009705,0.2627216875553131,0.6696022748947144,0.1425357162952423,0.6606256365776062,0.06066145375370979,0.9759592413902283,0.1316869705915451,0.6388722062110901,0.2697318196296692,0.777757465839386,0.10501204431056976,0.6564330458641052,0.06562433391809464,0.974340558052063,0.1720794141292572,0.7635359168052673,0.21434557437896729,0.8087469339370728,0.15305647253990173,0.7923270463943481,-0.009434281848371029,0.9610422253608704
pushup,0.7816619873046875,0.4793187975883484,-0.05848988890647888,0.9997936487197876,0.7935893535614014,0.45413389801979065,-0.04959743469953537,0.999677300453186,0.7934699058532715,0.45054498314857483,-0.049643199890851974,0.9997241497039795,0.7931803464889526,0.4466215670108795,-0.04968965798616409,0.9997662901878357,0.7934414148330688,0.45348384976387024,-0.08900027722120285,0.9996941685676575,0.7931299209594727,0.44976627826690674,-0.08901534229516983,0.9997704029083252,0.7926247715950012,0.44570353627204895,-0.08901949226856232,0.9997955560684204,0.7802202105522156,0.4114077687263489,0.02494373917579651,0.9996592402458191,0.7798665165901184,0.4136452078819275,-0.1524202674627304,0.9997907280921936,0.7642787098884583,0.4775932729244232,-0.023306269198656082,0.9996889233589172,0.7635499238967896,0.4750632047653198,-0.07480189949274063,0.9997633099555969,0.6826425194740295,0.38838332891464233,0.15789932012557983,0.9987843036651611,0.691370964050293,0.4225643575191498,-0.2210613489151001,0.9998749494552612,0.6264240145683289,0.5724734663963318,0.20465633273124695,0.2625010907649994,0.6406353116035461,0.6303325891494751,-0.24340040981769562,0.991360604763031,0.635551929473877,0.7420722842216492,0.13717126846313477,0.3849336802959442,0.6687858700752258,0.8295486569404602,-0.20720739662647247,0.9881569147109985,0.6513005495071411,0.7521046996116638,0.13726718723773956,0.39501121640205383,0.6948948502540588,0.8569585084915161,-0.25007930397987366,0.9834764003753662,0.6539555191993713,0.7550241351127625,0.09959618747234344,0.40426257252693176,0.7024961709976196,0.8473005294799805,-0.22051851451396942,0.9802544713020325,0.6482677459716797,0.7600122094154358,0.11866414546966553,0.40440085530281067,0.688416600227356,0.837498128414154,-0.19603809714317322,0.9658874273300171,0.4675021171569824,0.4666663706302643,0.10596567392349243,0.9965783357620239,0.4668935239315033,0.49804866313934326,-0.10591453313827515,0.9982000589370728,0.31344056129455566,0.586689293384552,0.16306886076927185,0.3100527226924896,0.3009261190891266,0.59366774559021,-0.04012598842382431,0.9627833962440491,0.1613507866859436,0.644806981086731,0.2457977533340454,0.664755642414093,0.14145493507385254,0.6614118814468384,0.04403713718056679,0.9746687412261963,0.13065823912620544,0.6391061544418335,0.2506128251552582,0.7747458815574646,0.10392061620950699,0.6566421389579773,0.0480007529258728,0.9727669358253479,0.17070838809013367,0.769405722618103,0.19332952797412872,0.8058676719665527,0.1528722643852234,0.7955882549285889,-0.029750708490610123,0.9592711329460144
pushup,0.7848621010780334,0.4949627220630646,-0.05920122191309929,0.9996998906135559,0.7955359220504761,0.47077298164367676,-0.049775298684835434,0.9995547533035278,0.7954055070877075,0.4671740233898163,-0.04982005059719086,0.9996106624603271,0.7951027750968933,0.46309542655944824,-0.0498633049428463,0.9996741414070129,0.7953894734382629,0.4699128568172455,-0.08993621170520782,0.9995735883712769,0.7950690984725952,0.4660951495170593,-0.0899486094713211,0.999670147895813,0.7945238351821899,0.46168866753578186,-0.08997838944196701,0.9997115135192871,0.7821728587150574,0.4274188280105591,0.02503379061818123,0.9994992017745972,0.7818425893783569,0.4292505383491516,-0.15658438205718994,0.9997060894966125,0.7682077884674072,0.49323922395706177,-0.023437118157744408,0.9995617866516113,0.7675041556358337,0.4909922778606415,-0.07664058357477188,0.9996717572212219,0.688052237033844,0.40060070157051086,0.15980902314186096,0.9986207485198975,0.6930527091026306,0.43528005480766296,-0.22802314162254333,0.9998548626899719,0.625328004360199,0.5748617649078369,0.20442064106464386,0.2491224855184555,0.6371506452560425,0.6325865983963013,-0.2541376054286957,0.9909369945526123,0.6360737681388855,0.7423937320709229,0.1325216144323349,0.3761189579963684,0.66914302110672,0.8295856714248657,-0.21814019978046417,0.9877267479896545,0.651648998260498,0.7550398111343384,0.13269004225730896,0.38932543992996216,0.6950234770774841,0.858390748500824,-0.2585265040397644,0.9830287098884583,0.6551670432090759,0.7574886083602905,0.09386550635099411,0.3983902633190155,0.703059196472168,0.8476628065109253,-0.23107846081256866,0.9797597527503967,0.6491917967796326,0.7615545392036438,0.11347637325525284,0.39780330657958984,0.6898797750473022,0.837541937828064,-0.20713956654071808,0.9649137854576111,0.4708845019340515,0.4731849730014801,0.10983531177043915,0.9958381652832031,0.47011643648147583,0.5042122006416321,-0.1097673624753952,0.9977328777313232,0.31368356943130493,0.5917760729789734,0.1633342206478119,0.30462563037872314,0.301035076379776,0.6002530455589294,-0.05703272670507431,0.9602840542793274,0.16126002371311188,0.6458715796470642,0.24242213368415833,0.6551604866981506,0.14054444432258606,0.6633981466293335,0.02066660113632679,0.9720448851585388,0.13024379312992096,0.6390977501869202,0.246200293302536,0.767340898513794,0.10278905928134918,0.6568666100502014,0.023362774401903152,0.9698213934898376,0.1708357185125351,0.770014762878418,0.19032391905784607,0.7980265021324158,0.1530257761478424,0.7983783483505249,-0.059614378958940506,0.9557434320449829
pushup,0.7858783602714539,0.5093040466308594,-0.06365477293729782,0.9996358156204224,0.7962603569030762,0.48647135496139526,-0.05301738530397415,0.999470591545105,0.7961305975914001,0.48305511474609375,-0.05307144671678543,0.9995278716087341,0.7958444356918335,0.4790416657924652,-0.05312522500753403,0.9996063709259033,0.796050488948822,0.4849115014076233,-0.09455566108226776,0.9994897842407227,0.7956962585449219,0.4808316230773926,-0.09456764161586761,0.9995975494384766,0.795140266418457,0.47606316208839417,-0.0946168527007103,0.9996517896652222,0.7835056185722351,0.44406217336654663,0.02466946467757225,0.9993736743927002,0.7831751704216003,0.44400396943092346,-0.1623040735721588,0.9996477365493774,0.7699071764945984,0.5072854161262512,-0.026903143152594566,0.999474287033081,0.769264817237854,0.504974365234375,-0.0816437229514122,0.9996136426925659,0.6909390687942505,0.419194757938385,0.15975533425807953,0.9985107183456421,0.6945760846138,0.44467079639434814,-0.2338656187057495,0.9998385906219482,0.6220501661300659,0.5868260860443115,0.20807155966758728,0.23827359080314636,0.6341935396194458,0.634777307510376,-0.26324111223220825,0.9907317757606506,0.6379344463348389,0.7547561526298523,0.13218235969543457,0.3786100745201111,0.6705213785171509,0.8294880986213684,-0.2299903929233551,0.9877084493637085,0.6531060934066772,0.7682705521583557,0.13187241554260254,0.3944430649280548,0.6956724524497986,0.858378529548645,-0.26996079087257385,0.9830461740493774,0.6638543605804443,0.7846837639808655,0.09355667233467102,0.40355783700942993,0.7042120695114136,0.8475831747055054,-0.2447914183139801,0.979813814163208,0.6513792276382446,0.7708467841148376,0.11297354847192764,0.40178635716438293,0.6918404698371887,0.8373132348060608,-0.21970932185649872,0.9648985266685486,0.47387656569480896,0.4886462390422821,0.11084600538015366,0.9952662587165833,0.4722534716129303,0.5120025873184204,-0.11076636612415314,0.9973535537719727,0.31384748220443726,0.5984713435173035,0.16047096252441406,0.2987363636493683,0.30150341987609863,0.6068302392959595,-0.06538936495780945,0.9578430652618408,0.1598246991634369,0.6471894979476929,0.23015256226062775,0.6443201303482056,0.1391596496105194,0.6655383706092834,0.007577878423035145,0.9695237874984741,0.12851621210575104,0.6396219730377197,0.23261472582817078,0.7587873935699463,0.10171381384134293,0.6590591669082642,0.009577451273798943,0.9668614268302917,0.17055246233940125,0.7714914083480835,0.17562392354011536,0.7906251549720764,0.15328557789325714,0.8009849786758423,-0.07572652399539948,0.9526643753051758
pushup,0.7856753468513489,0.527607798576355,-0.0515475757420063,0.9996039271354675,0.7966268658638,0.5068219900131226,-0.0394793376326561,0.9994244575500488,0.7964556217193604,0.5033247470855713,-0.03951762989163399,0.999483048915863,0.7961257696151733,0.49922749400138855,-0.03955947235226631,0.9995694160461426,0.7965633273124695,0.5062175393104553,-0.08329861611127853,0.9994450807571411,0.7962826490402222,0.5026463270187378,-0.08331725746393204,0.9995603561401367,0.7958064079284668,0.4984118938446045,-0.08337495476007462,0.9996216297149658,0.784751832485199,0.4650229513645172,0.04059375822544098,0.9992998242378235,0.7851580381393433,0.467288076877594,-0.15760043263435364,0.9996180534362793,0.7698598504066467,0.5235925316810608,-0.014454839751124382,0.9994105696678162,0.7696054577827454,0.5226489901542664,-0.07212699949741364,0.9995769262313843,0.6905615329742432,0.42449918389320374,0.17820824682712555,0.9984586238861084,0.7017626166343689,0.4604284167289734,-0.23365259170532227,0.999836266040802,0.613552451133728,0.5908769965171814,0.23848852515220642,0.22758743166923523,0.6334388256072998,0.6351544857025146,-0.26652973890304565,0.9904325008392334,0.6367469429969788,0.7622355818748474,0.16769418120384216,0.38433483242988586,0.6724236011505127,0.8268882632255554,-0.23390276730060577,0.9876086115837097,0.6514307260513306,0.7749156355857849,0.170252725481987,0.40290117263793945,0.6973639726638794,0.8557662963867188,-0.2736660838127136,0.9829947352409363,0.6608878374099731,0.78272545337677,0.13135430216789246,0.4117571711540222,0.7053890228271484,0.8439816832542419,-0.24648408591747284,0.979783296585083,0.6506466269493103,0.7764866948127747,0.14833897352218628,0.4086900055408478,0.6938024759292603,0.8334302306175232,-0.2226368486881256,0.9646984934806824,0.4748476445674896,0.4956704378128052,0.11385370790958405,0.9950905442237854,0.4758085310459137,0.525974690914154,-0.11377079784870148,0.9972447752952576,0.3137030005455017,0.6038517355918884,0.16696077585220337,0.2952313721179962,0.30199766159057617,0.6133466958999634,-0.06007812172174454,0.9569776654243469,0.15895338356494904,0.6490283608436584,0.24159283936023712,0.6403580904006958,0.1387847512960434,0.6673043370246887,0.0187931377440691,0.9685851335525513,0.12765605747699738,0.6407876014709473,0.24410708248615265,0.755889356136322,0.10106319189071655,0.6605669856071472,0.021456247195601463,0.9656506776809692,0.16952571272850037,0.7760016322135925,0.1888112872838974,0.7902687788009644,0.15311972796916962,0.8050958514213562,-0.06146164610981941,0.9517379999160767
pushup,0.7853770852088928,0.5454055070877075,-0.04921453818678856,0.9995794892311096,0.796735942363739,0.5247126221656799,-0.036679551005363464,0.9993817210197449,0.7965555191040039,0.5209745764732361,-0.0367128923535347,0.9994442462921143,0.7962641716003418,0.5164260268211365,-0.03675287589430809,0.9995344877243042,0.7968122959136963,0.5250502824783325,-0.08002092689275742,0.9994062185287476,0.7966331839561462,0.5219628810882568,-0.08004113286733627,0.9995299577713013,0.7963312864303589,0.5180782079696655,-0.08009292185306549,0.9995958209037781,0.7859146595001221,0.48267674446105957,0.044334106147289276,0.9992408156394958,0.7869507074356079,0.48848479986190796,-0.15184304118156433,0.9995902180671692,0.7698954939842224,0.5397170782089233,-0.012087798677384853,0.999357283115387,0.7698310613632202,0.5397047996520996,-0.0690183937549591,0.9995483756065369,0.6927052736282349,0.43582722544670105,0.17889730632305145,0.9983906149864197,0.7062784433364868,0.46918731927871704,-0.23044562339782715,0.9998349547386169,0.6082643270492554,0.5959414839744568,0.24368083477020264,0.2160855531692505,0.6323620080947876,0.6349626779556274,-0.2730431854724884,0.9902311563491821,0.6366735696792603,0.7634293437004089,0.1771237999200821,0.38185983896255493,0.6739831566810608,0.8229958415031433,-0.25502511858940125,0.9873103499412537,0.6506727933883667,0.775713324546814,0.17979063093662262,0.4034665524959564,0.6975681781768799,0.8525675535202026,-0.29580312967300415,0.9826205372810364,0.6595364212989807,0.7807374596595764,0.14098551869392395,0.4119186997413635,0.7060898542404175,0.8400059938430786,-0.2669171690940857,0.9793416857719421,0.6505409479141235,0.777250349521637,0.15801888704299927,0.4074972867965698,0.6957693099975586,0.8294938206672668,-0.24334721267223358,0.9637607932090759,0.47577714920043945,0.5074781179428101,0.1145564466714859,0.9950189590454102,0.47798091173171997,0.536247730255127,-0.11446426808834076,0.9972233772277832,0.31357255578041077,0.6089419722557068,0.16767606139183044,0.29192599654197693,0.30191823840141296,0.6172938346862793,-0.05832882598042488,0.9569739103317261,0.15966477990150452,0.6494543552398682,0.24820582568645477,0.638883113861084,0.13919678330421448,0.6672433018684387,0.023509586229920387,0.9685436487197876,0.13044460117816925,0.6408146619796753,0.25152572989463806,0.7550404667854309,0.10121119022369385,0.6605304479598999,0.027914997190237045,0.9653320908546448,0.16954757273197174,0.7790545225143433,0.19475071132183075,0.7918228507041931,0.15312926471233368,0.8053486347198486,-0.05405101925134659,0.9519132375717163
